catalog_id,size_id,army_profile,start_profile,objective_id,readiness,deadline_seconds,player_rifle,player_gunner,player_rocketeer,player_car,player_apc,player_tank,player_aa,player_transport_heli,player_infantry,player_ground,player_air,player_combat,player_supply,player_logistics_support,player_objective_trucks,player_starting_structures,player_designated_rifles,enemy_rifle,enemy_gunner,enemy_rocketeer,enemy_car,enemy_apc,enemy_tank,enemy_aa,enemy_transport_heli,enemy_infantry,enemy_ground,enemy_air,enemy_combat,enemy_supply,enemy_logistics_support,enemy_objective_trucks,enemy_starting_structures,enemy_designated_rifles,materials_each,oil_each,usable_fuel_each,materials_capacity_each,oil_capacity_each,fuel_capacity_each,infantry_queues_each,vehicle_queues_each,logistics_queues_each,refinery_modules_each,infantry_cap_each,ground_cap_each,tactical_air_cap_each,supply_cap_each,logistics_support_cap_each,delivery_carrier_cap_each,objective_support_extra_player,player_built_structure_cap_each,barrier_segment_cap_each,loaded_vehicle_fuel,status
S029,War,C,F,BA,1,1500,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,7,0,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,7,0,675,180,525,1200,750,1200,2,1,1,1,96,12,4,200,8,2,0,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S029,LargeWar,C,F,BA,1,1800,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,7,0,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,7,0,900,240,700,1600,1000,1600,2,1,1,1,144,20,6,320,10,2,0,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S030,Standard,C,E,BA,2,1080,12,4,4,0,1,1,1,1,20,3,1,24,44,3,0,10,0,12,4,4,0,1,1,1,1,20,3,1,24,44,3,0,10,0,900,240,700,1800,1000,1600,2,1,1,1,48,8,2,128,6,2,0,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S030,War,C,E,BA,2,1500,16,4,8,0,2,2,1,2,28,5,2,35,70,4,0,11,0,16,4,8,0,2,2,1,2,28,5,2,35,70,4,0,11,0,1350,360,1050,2700,1500,2400,2,2,1,2,96,12,4,200,8,2,0,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S030,LargeWar,C,E,BA,2,1800,24,8,8,0,2,3,2,2,40,7,2,49,94,4,0,11,0,24,8,8,0,2,3,2,2,40,7,2,49,94,4,0,11,0,1800,480,1400,3600,2000,3200,2,2,1,2,144,20,6,320,10,2,0,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S031,Standard,G,F,FC,1,1200,8,0,4,1,1,0,0,0,12,2,0,14,20,2,0,7,0,8,0,4,1,1,0,0,0,12,2,0,14,20,2,0,7,0,450,120,350,800,500,800,1,1,1,1,48,8,2,128,6,2,0,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S031,War,G,F,FC,1,1500,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,7,0,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,7,0,675,180,525,1200,750,1200,2,1,1,1,96,12,4,200,8,2,0,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S031,LargeWar,G,F,FC,1,1800,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,7,0,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,7,0,900,240,700,1600,1000,1600,2,1,1,1,144,20,6,320,10,2,0,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S032,Standard,G,E,FC,2,1200,12,4,4,1,1,1,0,0,20,3,0,23,34,3,0,10,0,12,4,4,1,1,1,0,0,20,3,0,23,34,3,0,10,0,900,240,700,1800,1000,1600,2,1,1,1,48,8,2,128,6,2,0,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S032,War,G,E,FC,2,1500,16,4,8,1,2,2,0,0,28,5,0,33,52,4,0,11,0,16,4,8,1,2,2,0,0,28,5,0,33,52,4,0,11,0,1350,360,1050,2700,1500,2400,2,2,1,2,96,12,4,200,8,2,0,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S032,LargeWar,G,E,FC,2,1800,24,8,8,2,2,3,0,0,40,7,0,47,74,4,0,11,0,24,8,8,2,2,3,0,0,40,7,0,47,74,4,0,11,0,1800,480,1400,3600,2000,3200,2,2,1,2,144,20,6,320,10,2,0,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S033,Standard,A,F,FC,1,1200,8,0,4,1,1,0,0,0,12,2,0,14,20,2,0,7,0,8,0,4,1,1,0,0,0,12,2,0,14,20,2,0,7,0,450,120,350,800,500,800,1,1,1,1,48,8,2,128,6,2,0,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S033,War,A,F,FC,1,1500,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,7,0,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,7,0,675,180,525,1200,750,1200,2,1,1,1,96,12,4,200,8,2,0,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S033,LargeWar,A,F,FC,1,1800,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,7,0,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,7,0,900,240,700,1600,1000,1600,2,1,1,1,144,20,6,320,10,2,0,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S034,Standard,A,E,FC,2,1200,12,4,4,1,1,0,1,1,20,3,1,24,42,3,0,10,0,12,4,4,1,1,0,1,1,20,3,1,24,42,3,0,10,0,900,240,700,1800,1000,1600,2,1,1,1,48,8,2,128,6,2,0,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S034,War,A,E,FC,2,1500,16,4,8,1,2,0,2,2,28,5,2,35,68,4,0,11,0,16,4,8,1,2,0,2,2,28,5,2,35,68,4,0,11,0,1350,360,1050,2700,1500,2400,2,2,1,2,96,12,4,200,8,2,0,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S034,LargeWar,A,E,FC,2,1800,24,8,8,2,2,0,3,2,40,7,2,49,90,4,0,11,0,24,8,8,2,2,0,3,2,40,7,2,49,90,4,0,11,0,1800,480,1400,3600,2000,3200,2,2,1,2,144,20,6,320,10,2,0,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S035,Standard,C,F,FC,1,1200,8,0,4,1,1,0,0,0,12,2,0,14,20,2,0,7,0,8,0,4,1,1,0,0,0,12,2,0,14,20,2,0,7,0,450,120,350,800,500,800,1,1,1,1,48,8,2,128,6,2,0,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S035,War,C,F,FC,1,1500,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,7,0,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,7,0,675,180,525,1200,750,1200,2,1,1,1,96,12,4,200,8,2,0,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S035,LargeWar,C,F,FC,1,1800,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,7,0,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,7,0,900,240,700,1600,1000,1600,2,1,1,1,144,20,6,320,10,2,0,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S036,Standard,C,E,FC,2,1200,12,4,4,0,1,1,1,1,20,3,1,24,44,3,0,10,0,12,4,4,0,1,1,1,1,20,3,1,24,44,3,0,10,0,900,240,700,1800,1000,1600,2,1,1,1,48,8,2,128,6,2,0,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S036,War,C,E,FC,2,1500,16,4,8,0,2,2,1,2,28,5,2,35,70,4,0,11,0,16,4,8,0,2,2,1,2,28,5,2,35,70,4,0,11,0,1350,360,1050,2700,1500,2400,2,2,1,2,96,12,4,200,8,2,0,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S036,LargeWar,C,E,FC,2,1800,24,8,8,0,2,3,2,2,40,7,2,49,94,4,0,11,0,24,8,8,0,2,3,2,2,40,7,2,49,94,4,0,11,0,1800,480,1400,3600,2000,3200,2,2,1,2,144,20,6,320,10,2,0,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S037,Standard,G,F,BT,1,1080,12,0,0,1,1,0,0,0,12,2,0,14,20,2,0,7,12,8,0,4,1,1,0,0,0,12,2,0,14,20,2,0,9,0,450,120,350,800,500,800,1,1,1,1,48,8,2,128,6,2,0,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S037,War,G,F,BT,1,1500,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,7,12,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,9,0,675,180,525,1200,750,1200,2,1,1,1,96,12,4,200,8,2,0,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S037,LargeWar,G,F,BT,1,1800,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,7,12,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,9,0,900,240,700,1600,1000,1600,2,1,1,1,144,20,6,320,10,2,0,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S038,Standard,G,E,BT,2,1080,12,4,4,1,1,1,0,0,20,3,0,23,34,3,0,10,12,12,4,4,1,1,1,0,0,20,3,0,23,34,3,0,12,0,900,240,700,1800,1000,1600,2,1,1,1,48,8,2,128,6,2,0,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S038,War,G,E,BT,2,1500,16,4,8,1,2,2,0,0,28,5,0,33,52,4,0,11,12,16,4,8,1,2,2,0,0,28,5,0,33,52,4,0,13,0,1350,360,1050,2700,1500,2400,2,2,1,2,96,12,4,200,8,2,0,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S038,LargeWar,G,E,BT,2,1800,24,8,8,2,2,3,0,0,40,7,0,47,74,4,0,11,12,24,8,8,2,2,3,0,0,40,7,0,47,74,4,0,13,0,1800,480,1400,3600,2000,3200,2,2,1,2,144,20,6,320,10,2,0,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S039,Standard,A,F,BT,1,1080,12,0,0,1,1,0,0,0,12,2,0,14,20,2,0,7,12,8,0,4,1,1,0,0,0,12,2,0,14,20,2,0,9,0,450,120,350,800,500,800,1,1,1,1,48,8,2,128,6,2,0,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S039,War,A,F,BT,1,1500,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,7,12,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,9,0,675,180,525,1200,750,1200,2,1,1,1,96,12,4,200,8,2,0,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S039,LargeWar,A,F,BT,1,1800,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,7,12,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,9,0,900,240,700,1600,1000,1600,2,1,1,1,144,20,6,320,10,2,0,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S040,Standard,A,E,BT,2,1080,12,4,4,1,1,0,1,1,20,3,1,24,42,3,0,10,12,12,4,4,1,1,0,1,1,20,3,1,24,42,3,0,12,0,900,240,700,1800,1000,1600,2,1,1,1,48,8,2,128,6,2,0,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S040,War,A,E,BT,2,1500,16,4,8,1,2,0,2,2,28,5,2,35,68,4,0,11,12,16,4,8,1,2,0,2,2,28,5,2,35,68,4,0,13,0,1350,360,1050,2700,1500,2400,2,2,1,2,96,12,4,200,8,2,0,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S040,LargeWar,A,E,BT,2,1800,24,8,8,2,2,0,3,2,40,7,2,49,90,4,0,11,12,24,8,8,2,2,0,3,2,40,7,2,49,90,4,0,13,0,1800,480,1400,3600,2000,3200,2,2,1,2,144,20,6,320,10,2,0,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S041,Standard,C,F,BT,1,1080,12,0,0,1,1,0,0,0,12,2,0,14,20,2,0,7,12,8,0,4,1,1,0,0,0,12,2,0,14,20,2,0,9,0,450,120,350,800,500,800,1,1,1,1,48,8,2,128,6,2,0,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S041,War,C,F,BT,1,1500,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,7,12,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,9,0,675,180,525,1200,750,1200,2,1,1,1,96,12,4,200,8,2,0,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S041,LargeWar,C,F,BT,1,1800,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,7,12,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,9,0,900,240,700,1600,1000,1600,2,1,1,1,144,20,6,320,10,2,0,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S042,Standard,C,E,BT,2,1080,12,4,4,0,1,1,1,1,20,3,1,24,44,3,0,10,12,12,4,4,0,1,1,1,1,20,3,1,24,44,3,0,12,0,900,240,700,1800,1000,1600,2,1,1,1,48,8,2,128,6,2,0,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S042,War,C,E,BT,2,1500,16,4,8,0,2,2,1,2,28,5,2,35,70,4,0,11,12,16,4,8,0,2,2,1,2,28,5,2,35,70,4,0,13,0,1350,360,1050,2700,1500,2400,2,2,1,2,96,12,4,200,8,2,0,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S042,LargeWar,C,E,BT,2,1800,24,8,8,0,2,3,2,2,40,7,2,49,94,4,0,11,12,24,8,8,0,2,3,2,2,40,7,2,49,94,4,0,13,0,1800,480,1400,3600,2000,3200,2,2,1,2,144,20,6,320,10,2,0,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S043,Standard,G,F,CE,1,1080,8,0,4,1,1,0,0,0,12,2,0,14,20,2,3,7,0,8,0,4,1,1,0,0,0,12,2,0,14,20,2,0,9,0,450,120,350,800,500,800,1,1,1,1,48,8,2,128,6,2,3,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S043,War,G,F,CE,1,1500,12,4,4,1,2,0,0,0,20,3,0,23,32,3,3,7,0,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,9,0,675,180,525,1200,750,1200,2,1,1,1,96,12,4,200,8,2,3,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S043,LargeWar,G,F,CE,1,1800,16,4,4,2,2,0,0,0,24,4,0,28,40,3,3,7,0,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,9,0,900,240,700,1600,1000,1600,2,1,1,1,144,20,6,320,10,2,3,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S044,Standard,G,E,CE,2,1080,12,4,4,1,1,1,0,0,20,3,0,23,34,3,3,10,0,12,4,4,1,1,1,0,0,20,3,0,23,34,3,0,12,0,900,240,700,1800,1000,1600,2,1,1,1,48,8,2,128,6,2,3,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S044,War,G,E,CE,2,1500,16,4,8,1,2,2,0,0,28,5,0,33,52,4,3,11,0,16,4,8,1,2,2,0,0,28,5,0,33,52,4,0,13,0,1350,360,1050,2700,1500,2400,2,2,1,2,96,12,4,200,8,2,3,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S044,LargeWar,G,E,CE,2,1800,24,8,8,2,2,3,0,0,40,7,0,47,74,4,3,11,0,24,8,8,2,2,3,0,0,40,7,0,47,74,4,0,13,0,1800,480,1400,3600,2000,3200,2,2,1,2,144,20,6,320,10,2,3,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S045,Standard,A,F,CE,1,1080,8,0,4,1,1,0,0,0,12,2,0,14,20,2,3,7,0,8,0,4,1,1,0,0,0,12,2,0,14,20,2,0,9,0,450,120,350,800,500,800,1,1,1,1,48,8,2,128,6,2,3,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S045,War,A,F,CE,1,1500,12,4,4,1,2,0,0,0,20,3,0,23,32,3,3,7,0,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,9,0,675,180,525,1200,750,1200,2,1,1,1,96,12,4,200,8,2,3,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S045,LargeWar,A,F,CE,1,1800,16,4,4,2,2,0,0,0,24,4,0,28,40,3,3,7,0,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,9,0,900,240,700,1600,1000,1600,2,1,1,1,144,20,6,320,10,2,3,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S046,Standard,A,E,CE,2,1080,12,4,4,1,1,0,1,1,20,3,1,24,42,3,3,10,0,12,4,4,1,1,0,1,1,20,3,1,24,42,3,0,12,0,900,240,700,1800,1000,1600,2,1,1,1,48,8,2,128,6,2,3,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S046,War,A,E,CE,2,1500,16,4,8,1,2,0,2,2,28,5,2,35,68,4,3,11,0,16,4,8,1,2,0,2,2,28,5,2,35,68,4,0,13,0,1350,360,1050,2700,1500,2400,2,2,1,2,96,12,4,200,8,2,3,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S046,LargeWar,A,E,CE,2,1800,24,8,8,2,2,0,3,2,40,7,2,49,90,4,3,11,0,24,8,8,2,2,0,3,2,40,7,2,49,90,4,0,13,0,1800,480,1400,3600,2000,3200,2,2,1,2,144,20,6,320,10,2,3,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S047,Standard,C,F,CE,1,1080,8,0,4,1,1,0,0,0,12,2,0,14,20,2,3,7,0,8,0,4,1,1,0,0,0,12,2,0,14,20,2,0,9,0,450,120,350,800,500,800,1,1,1,1,48,8,2,128,6,2,3,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S047,War,C,F,CE,1,1500,12,4,4,1,2,0,0,0,20,3,0,23,32,3,3,7,0,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,9,0,675,180,525,1200,750,1200,2,1,1,1,96,12,4,200,8,2,3,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S047,LargeWar,C,F,CE,1,1800,16,4,4,2,2,0,0,0,24,4,0,28,40,3,3,7,0,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,9,0,900,240,700,1600,1000,1600,2,1,1,1,144,20,6,320,10,2,3,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S048,Standard,C,E,CE,2,1080,12,4,4,0,1,1,1,1,20,3,1,24,44,3,3,10,0,12,4,4,0,1,1,1,1,20,3,1,24,44,3,0,12,0,900,240,700,1800,1000,1600,2,1,1,1,48,8,2,128,6,2,3,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S048,War,C,E,CE,2,1500,16,4,8,0,2,2,1,2,28,5,2,35,70,4,3,11,0,16,4,8,0,2,2,1,2,28,5,2,35,70,4,0,13,0,1350,360,1050,2700,1500,2400,2,2,1,2,96,12,4,200,8,2,3,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S048,LargeWar,C,E,CE,2,1800,24,8,8,0,2,3,2,2,40,7,2,49,94,4,3,11,0,24,8,8,0,2,3,2,2,40,7,2,49,94,4,0,13,0,1800,480,1400,3600,2000,3200,2,2,1,2,144,20,6,320,10,2,3,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S049,Standard,G,F,BA,1,1080,8,0,4,1,1,0,0,0,12,2,0,14,20,2,0,7,0,8,0,4,1,1,0,0,0,12,2,0,14,20,2,0,7,0,450,120,350,800,500,800,1,1,1,1,48,8,2,128,6,2,0,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S049,War,G,F,BA,1,1500,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,7,0,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,7,0,675,180,525,1200,750,1200,2,1,1,1,96,12,4,200,8,2,0,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S049,LargeWar,G,F,BA,1,1800,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,7,0,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,7,0,900,240,700,1600,1000,1600,2,1,1,1,144,20,6,320,10,2,0,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S050,Standard,G,E,BA,2,1080,12,4,4,1,1,1,0,0,20,3,0,23,34,3,0,10,0,12,4,4,1,1,1,0,0,20,3,0,23,34,3,0,10,0,900,240,700,1800,1000,1600,2,1,1,1,48,8,2,128,6,2,0,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S050,War,G,E,BA,2,1500,16,4,8,1,2,2,0,0,28,5,0,33,52,4,0,11,0,16,4,8,1,2,2,0,0,28,5,0,33,52,4,0,11,0,1350,360,1050,2700,1500,2400,2,2,1,2,96,12,4,200,8,2,0,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S050,LargeWar,G,E,BA,2,1800,24,8,8,2,2,3,0,0,40,7,0,47,74,4,0,11,0,24,8,8,2,2,3,0,0,40,7,0,47,74,4,0,11,0,1800,480,1400,3600,2000,3200,2,2,1,2,144,20,6,320,10,2,0,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S051,Standard,A,F,BA,1,1080,8,0,4,1,1,0,0,0,12,2,0,14,20,2,0,7,0,8,0,4,1,1,0,0,0,12,2,0,14,20,2,0,7,0,450,120,350,800,500,800,1,1,1,1,48,8,2,128,6,2,0,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S051,War,A,F,BA,1,1500,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,7,0,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,7,0,675,180,525,1200,750,1200,2,1,1,1,96,12,4,200,8,2,0,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S051,LargeWar,A,F,BA,1,1800,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,7,0,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,7,0,900,240,700,1600,1000,1600,2,1,1,1,144,20,6,320,10,2,0,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S052,Standard,A,E,BA,2,1080,12,4,4,1,1,0,1,1,20,3,1,24,42,3,0,10,0,12,4,4,1,1,0,1,1,20,3,1,24,42,3,0,10,0,900,240,700,1800,1000,1600,2,1,1,1,48,8,2,128,6,2,0,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S052,War,A,E,BA,2,1500,16,4,8,1,2,0,2,2,28,5,2,35,68,4,0,11,0,16,4,8,1,2,0,2,2,28,5,2,35,68,4,0,11,0,1350,360,1050,2700,1500,2400,2,2,1,2,96,12,4,200,8,2,0,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S052,LargeWar,A,E,BA,2,1800,24,8,8,2,2,0,3,2,40,7,2,49,90,4,0,11,0,24,8,8,2,2,0,3,2,40,7,2,49,90,4,0,11,0,1800,480,1400,3600,2000,3200,2,2,1,2,144,20,6,320,10,2,0,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S053,Standard,C,F,BA,1,1080,8,0,4,1,1,0,0,0,12,2,0,14,20,2,0,7,0,8,0,4,1,1,0,0,0,12,2,0,14,20,2,0,7,0,450,120,350,800,500,800,1,1,1,1,48,8,2,128,6,2,0,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S053,War,C,F,BA,1,1500,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,7,0,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,7,0,675,180,525,1200,750,1200,2,1,1,1,96,12,4,200,8,2,0,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S053,LargeWar,C,F,BA,1,1800,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,7,0,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,7,0,900,240,700,1600,1000,1600,2,1,1,1,144,20,6,320,10,2,0,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S054,Standard,C,E,BA,2,1080,12,4,4,0,1,1,1,1,20,3,1,24,44,3,0,10,0,12,4,4,0,1,1,1,1,20,3,1,24,44,3,0,10,0,900,240,700,1800,1000,1600,2,1,1,1,48,8,2,128,6,2,0,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S054,War,C,E,BA,2,1500,16,4,8,0,2,2,1,2,28,5,2,35,70,4,0,11,0,16,4,8,0,2,2,1,2,28,5,2,35,70,4,0,11,0,1350,360,1050,2700,1500,2400,2,2,1,2,96,12,4,200,8,2,0,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S054,LargeWar,C,E,BA,2,1800,24,8,8,0,2,3,2,2,40,7,2,49,94,4,0,11,0,24,8,8,0,2,3,2,2,40,7,2,49,94,4,0,11,0,1800,480,1400,3600,2000,3200,2,2,1,2,144,20,6,320,10,2,0,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S055,Standard,G,F,FC,1,1200,8,0,4,1,1,0,0,0,12,2,0,14,20,2,0,7,0,8,0,4,1,1,0,0,0,12,2,0,14,20,2,0,7,0,450,120,350,800,500,800,1,1,1,1,48,8,2,128,6,2,0,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S055,War,G,F,FC,1,1500,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,7,0,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,7,0,675,180,525,1200,750,1200,2,1,1,1,96,12,4,200,8,2,0,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S055,LargeWar,G,F,FC,1,1800,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,7,0,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,7,0,900,240,700,1600,1000,1600,2,1,1,1,144,20,6,320,10,2,0,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S056,Standard,G,E,FC,2,1200,12,4,4,1,1,1,0,0,20,3,0,23,34,3,0,10,0,12,4,4,1,1,1,0,0,20,3,0,23,34,3,0,10,0,900,240,700,1800,1000,1600,2,1,1,1,48,8,2,128,6,2,0,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S056,War,G,E,FC,2,1500,16,4,8,1,2,2,0,0,28,5,0,33,52,4,0,11,0,16,4,8,1,2,2,0,0,28,5,0,33,52,4,0,11,0,1350,360,1050,2700,1500,2400,2,2,1,2,96,12,4,200,8,2,0,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S056,LargeWar,G,E,FC,2,1800,24,8,8,2,2,3,0,0,40,7,0,47,74,4,0,11,0,24,8,8,2,2,3,0,0,40,7,0,47,74,4,0,11,0,1800,480,1400,3600,2000,3200,2,2,1,2,144,20,6,320,10,2,0,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S057,Standard,A,F,FC,1,1200,8,0,4,1,1,0,0,0,12,2,0,14,20,2,0,7,0,8,0,4,1,1,0,0,0,12,2,0,14,20,2,0,7,0,450,120,350,800,500,800,1,1,1,1,48,8,2,128,6,2,0,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S057,War,A,F,FC,1,1500,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,7,0,12,4,4,1,2,0,0,0,20,3,0,23,32,3,0,7,0,675,180,525,1200,750,1200,2,1,1,1,96,12,4,200,8,2,0,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
S057,LargeWar,A,F,FC,1,1800,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,7,0,16,4,4,2,2,0,0,0,24,4,0,28,40,3,0,7,0,900,240,700,1600,1000,1600,2,1,1,1,144,20,6,320,10,2,0,40,80,Full certified role tanks; report actual totals separately from usable store,Planned
S058,Standard,A,E,FC,2,1200,12,4,4,1,1,0,1,1,20,3,1,24,42,3,0,10,0,12,4,4,1,1,0,1,1,20,3,1,24,42,3,0,10,0,900,240,700,1800,1000,1600,2,1,1,1,48,8,2,128,6,2,0,20,40,Full certified role tanks; report actual totals separately from usable store,Planned
S058,War,A,E,FC,2,1500,16,4,8,1,2,0,2,2,28,5,2,35,68,4,0,11,0,16,4,8,1,2,0,2,2,28,5,2,35,68,4,0,11,0,1350,360,1050,2700,1500,2400,2,2,1,2,96,12,4,200,8,2,0,30,60,Full certified role tanks; report actual totals separately from usable store,Planned
