catalog_id,handoff_ordinal,remaining_after_three,legacy_runtime_index,map_id,operation_map_id,objective_id,army_profile,start_profile,definition_id,scenario_setup_id,layout_id,packet,objective_system,required_tickets,required_capabilities,asset_folder,first_visit_size,recommended_size,default_difficulty,regular_seeds,recruit_standard_en_seed,veteran_standard_en_seed,commander_standard_en_seed,war_regular_en_fa_seed,large_war_regular_en_fa_seed,implementation_status,manual_win,aria_win,checkpoint,device,evidence_path
S050,51,yes,,MP,opmap.skirmish.mountain_pass,BA,G,E,skirmish.s050,scenario.skirmish.s050,layout.skirmish.mp.ba,Scenarios/MP_BA.md#s050,SkirmishBaseAssaultObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-06;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;advanced_ground;objective_ba,Assets/Game/Configs/SkirmishExpansion/Scenarios/S050,Standard,Standard,Regular,104779;130413;155971,196663,262197,327723,393291,458929,Planned,Pending,Pending,Pending,Pending,
S051,52,yes,,MP,opmap.skirmish.mountain_pass,BA,A,F,skirmish.s051,scenario.skirmish.s051,layout.skirmish.mp.ba,Scenarios/MP_BA.md#s051,SkirmishBaseAssaultObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-06;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_air;objective_ba,Assets/Game/Configs/SkirmishExpansion/Scenarios/S051,Standard,War,Regular,104780;130414;155972,196664,262198,327724,393292,458930,Planned,Pending,Pending,Pending,Pending,
S052,53,yes,,MP,opmap.skirmish.mountain_pass,BA,A,E,skirmish.s052,scenario.skirmish.s052,layout.skirmish.mp.ba,Scenarios/MP_BA.md#s052,SkirmishBaseAssaultObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-06;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_air;objective_ba,Assets/Game/Configs/SkirmishExpansion/Scenarios/S052,Standard,War,Regular,104781;130415;155973,196665,262199,327725,393293,458931,Planned,Pending,Pending,Pending,Pending,
S053,54,yes,,MP,opmap.skirmish.mountain_pass,BA,C,F,skirmish.s053,scenario.skirmish.s053,layout.skirmish.mp.ba,Scenarios/MP_BA.md#s053,SkirmishBaseAssaultObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-06;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_ground;advanced_air;objective_ba,Assets/Game/Configs/SkirmishExpansion/Scenarios/S053,Standard,War,Regular,104782;130416;155974,196666,262200,327726,393294,458932,Planned,Pending,Pending,Pending,Pending,
S054,55,yes,,MP,opmap.skirmish.mountain_pass,BA,C,E,skirmish.s054,scenario.skirmish.s054,layout.skirmish.mp.ba,Scenarios/MP_BA.md#s054,SkirmishBaseAssaultObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-06;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_ground;advanced_air;objective_ba,Assets/Game/Configs/SkirmishExpansion/Scenarios/S054,Standard,War,Regular,104783;130417;155975,196667,262201,327727,393295,458933,Planned,Pending,Pending,Pending,Pending,
S055,56,yes,,MP,opmap.skirmish.mountain_pass,FC,G,F,skirmish.s055,scenario.skirmish.s055,layout.skirmish.mp.fc,Scenarios/MP_FC.md#s055,SkirmishFrontlineObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-07;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;advanced_ground;objective_fc,Assets/Game/Configs/SkirmishExpansion/Scenarios/S055,Standard,War,Regular,104784;130418;155976,196668,262202,327728,393296,458934,Planned,Pending,Pending,Pending,Pending,
S056,57,yes,,MP,opmap.skirmish.mountain_pass,FC,G,E,skirmish.s056,scenario.skirmish.s056,layout.skirmish.mp.fc,Scenarios/MP_FC.md#s056,SkirmishFrontlineObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-07;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;advanced_ground;objective_fc,Assets/Game/Configs/SkirmishExpansion/Scenarios/S056,Standard,War,Regular,104785;130419;155977,196669,262203,327729,393297,458935,Planned,Pending,Pending,Pending,Pending,
S057,58,yes,,MP,opmap.skirmish.mountain_pass,FC,A,F,skirmish.s057,scenario.skirmish.s057,layout.skirmish.mp.fc,Scenarios/MP_FC.md#s057,SkirmishFrontlineObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-07;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_air;objective_fc,Assets/Game/Configs/SkirmishExpansion/Scenarios/S057,Standard,War,Regular,104786;130420;155978,196670,262204,327730,393298,458936,Planned,Pending,Pending,Pending,Pending,
S058,59,yes,,MP,opmap.skirmish.mountain_pass,FC,A,E,skirmish.s058,scenario.skirmish.s058,layout.skirmish.mp.fc,Scenarios/MP_FC.md#s058,SkirmishFrontlineObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-07;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_air;objective_fc,Assets/Game/Configs/SkirmishExpansion/Scenarios/S058,Standard,War,Regular,104787;130421;155979,196671,262205,327731,393299,458937,Planned,Pending,Pending,Pending,Pending,
S059,60,yes,,MP,opmap.skirmish.mountain_pass,FC,C,F,skirmish.s059,scenario.skirmish.s059,layout.skirmish.mp.fc,Scenarios/MP_FC.md#s059,SkirmishFrontlineObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-07;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_ground;advanced_air;objective_fc,Assets/Game/Configs/SkirmishExpansion/Scenarios/S059,Standard,War,Regular,104788;130422;155980,196672,262206,327732,393300,458938,Planned,Pending,Pending,Pending,Pending,
S060,61,yes,,MP,opmap.skirmish.mountain_pass,FC,C,E,skirmish.s060,scenario.skirmish.s060,layout.skirmish.mp.fc,Scenarios/MP_FC.md#s060,SkirmishFrontlineObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-07;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_ground;advanced_air;objective_fc,Assets/Game/Configs/SkirmishExpansion/Scenarios/S060,Standard,War,Regular,104789;130423;155981,196673,262207,327733,393301,458939,Planned,Pending,Pending,Pending,Pending,
S061,62,yes,,MP,opmap.skirmish.mountain_pass,BT,G,F,skirmish.s061,scenario.skirmish.s061,layout.skirmish.mp.bt,Scenarios/MP_BT.md#s061,SkirmishBreakthroughObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-08;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;advanced_ground;objective_bt,Assets/Game/Configs/SkirmishExpansion/Scenarios/S061,Standard,War,Regular,104790;130424;155982,196674,262208,327734,393302,458940,Planned,Pending,Pending,Pending,Pending,
S062,63,yes,,MP,opmap.skirmish.mountain_pass,BT,G,E,skirmish.s062,scenario.skirmish.s062,layout.skirmish.mp.bt,Scenarios/MP_BT.md#s062,SkirmishBreakthroughObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-08;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;advanced_ground;objective_bt,Assets/Game/Configs/SkirmishExpansion/Scenarios/S062,Standard,War,Regular,104791;130425;155983,196675,262209,327735,393303,458941,Planned,Pending,Pending,Pending,Pending,
S063,64,yes,,MP,opmap.skirmish.mountain_pass,BT,A,F,skirmish.s063,scenario.skirmish.s063,layout.skirmish.mp.bt,Scenarios/MP_BT.md#s063,SkirmishBreakthroughObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-08;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_air;objective_bt,Assets/Game/Configs/SkirmishExpansion/Scenarios/S063,Standard,War,Regular,104792;130426;155984,196676,262210,327736,393304,458942,Planned,Pending,Pending,Pending,Pending,
S064,65,yes,,MP,opmap.skirmish.mountain_pass,BT,A,E,skirmish.s064,scenario.skirmish.s064,layout.skirmish.mp.bt,Scenarios/MP_BT.md#s064,SkirmishBreakthroughObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-08;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_air;objective_bt,Assets/Game/Configs/SkirmishExpansion/Scenarios/S064,Standard,War,Regular,104793;130427;155985,196677,262211,327737,393305,458943,Planned,Pending,Pending,Pending,Pending,
S065,66,yes,,MP,opmap.skirmish.mountain_pass,BT,C,F,skirmish.s065,scenario.skirmish.s065,layout.skirmish.mp.bt,Scenarios/MP_BT.md#s065,SkirmishBreakthroughObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-08;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_ground;advanced_air;objective_bt,Assets/Game/Configs/SkirmishExpansion/Scenarios/S065,Standard,War,Regular,104794;130428;155986,196678,262212,327738,393306,458944,Planned,Pending,Pending,Pending,Pending,
S066,67,yes,,MP,opmap.skirmish.mountain_pass,BT,C,E,skirmish.s066,scenario.skirmish.s066,layout.skirmish.mp.bt,Scenarios/MP_BT.md#s066,SkirmishBreakthroughObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-08;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_ground;advanced_air;objective_bt,Assets/Game/Configs/SkirmishExpansion/Scenarios/S066,Standard,War,Regular,104795;130429;155987,196679,262213,327739,393307,458945,Planned,Pending,Pending,Pending,Pending,
S067,68,yes,,MP,opmap.skirmish.mountain_pass,CE,G,F,skirmish.s067,scenario.skirmish.s067,layout.skirmish.mp.ce,Scenarios/MP_CE.md#s067,SkirmishConvoyObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-09;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;advanced_ground;objective_ce;vehicle_repair,Assets/Game/Configs/SkirmishExpansion/Scenarios/S067,Standard,War,Regular,104796;130430;155988,196680,262214,327740,393308,458946,Planned,Pending,Pending,Pending,Pending,
S068,69,yes,,MP,opmap.skirmish.mountain_pass,CE,G,E,skirmish.s068,scenario.skirmish.s068,layout.skirmish.mp.ce,Scenarios/MP_CE.md#s068,SkirmishConvoyObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-09;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;advanced_ground;objective_ce;vehicle_repair,Assets/Game/Configs/SkirmishExpansion/Scenarios/S068,Standard,War,Regular,104797;130431;155989,196681,262215,327741,393309,458947,Planned,Pending,Pending,Pending,Pending,
S069,70,yes,,MP,opmap.skirmish.mountain_pass,CE,A,F,skirmish.s069,scenario.skirmish.s069,layout.skirmish.mp.ce,Scenarios/MP_CE.md#s069,SkirmishConvoyObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-09;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_air;objective_ce;vehicle_repair,Assets/Game/Configs/SkirmishExpansion/Scenarios/S069,Standard,War,Regular,104798;130432;155990,196682,262216,327742,393310,458948,Planned,Pending,Pending,Pending,Pending,
S070,71,yes,,MP,opmap.skirmish.mountain_pass,CE,A,E,skirmish.s070,scenario.skirmish.s070,layout.skirmish.mp.ce,Scenarios/MP_CE.md#s070,SkirmishConvoyObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-09;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_air;objective_ce;vehicle_repair,Assets/Game/Configs/SkirmishExpansion/Scenarios/S070,Standard,War,Regular,104799;130433;155991,196683,262217,327743,393311,458949,Planned,Pending,Pending,Pending,Pending,
S071,72,yes,,MP,opmap.skirmish.mountain_pass,CE,C,F,skirmish.s071,scenario.skirmish.s071,layout.skirmish.mp.ce,Scenarios/MP_CE.md#s071,SkirmishConvoyObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-09;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_ground;advanced_air;objective_ce;vehicle_repair,Assets/Game/Configs/SkirmishExpansion/Scenarios/S071,Standard,War,Regular,104800;130434;155992,196684,262218,327744,393312,458950,Planned,Pending,Pending,Pending,Pending,
S072,73,yes,,MP,opmap.skirmish.mountain_pass,CE,C,E,skirmish.s072,scenario.skirmish.s072,layout.skirmish.mp.ce,Scenarios/MP_CE.md#s072,SkirmishConvoyObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-09;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_ground;advanced_air;objective_ce;vehicle_repair,Assets/Game/Configs/SkirmishExpansion/Scenarios/S072,Standard,War,Regular,104801;130435;155993,196685,262219,327745,393313,458951,Planned,Pending,Pending,Pending,Pending,
S073,3,no,3,IB,opmap.skirmish.industrial_basin,BA,G,F,skirmish.s073,scenario.skirmish.s073,layout.skirmish.ib.ba,Scenarios/IB_BA.md#s073,SkirmishBaseAssaultObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-06;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;advanced_ground;objective_ba,Assets/Game/Configs/SkirmishExpansion/Scenarios/S073,Standard,Standard,Regular,104802;130436;155994,196686,262220,327746,393314,458952,Planned,Pending,Pending,Pending,Pending,
S074,74,yes,,IB,opmap.skirmish.industrial_basin,BA,G,E,skirmish.s074,scenario.skirmish.s074,layout.skirmish.ib.ba,Scenarios/IB_BA.md#s074,SkirmishBaseAssaultObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-06;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;advanced_ground;objective_ba,Assets/Game/Configs/SkirmishExpansion/Scenarios/S074,Standard,Standard,Regular,104803;130437;155995,196687,262221,327747,393315,458953,Planned,Pending,Pending,Pending,Pending,
S075,75,yes,,IB,opmap.skirmish.industrial_basin,BA,A,F,skirmish.s075,scenario.skirmish.s075,layout.skirmish.ib.ba,Scenarios/IB_BA.md#s075,SkirmishBaseAssaultObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-06;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_air;objective_ba,Assets/Game/Configs/SkirmishExpansion/Scenarios/S075,Standard,War,Regular,104804;130438;155996,196688,262222,327748,393316,458954,Planned,Pending,Pending,Pending,Pending,
S076,76,yes,,IB,opmap.skirmish.industrial_basin,BA,A,E,skirmish.s076,scenario.skirmish.s076,layout.skirmish.ib.ba,Scenarios/IB_BA.md#s076,SkirmishBaseAssaultObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-06;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_air;objective_ba,Assets/Game/Configs/SkirmishExpansion/Scenarios/S076,Standard,War,Regular,104805;130439;155997,196689,262223,327749,393317,458955,Planned,Pending,Pending,Pending,Pending,
S077,77,yes,,IB,opmap.skirmish.industrial_basin,BA,C,F,skirmish.s077,scenario.skirmish.s077,layout.skirmish.ib.ba,Scenarios/IB_BA.md#s077,SkirmishBaseAssaultObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-06;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_ground;advanced_air;objective_ba,Assets/Game/Configs/SkirmishExpansion/Scenarios/S077,Standard,War,Regular,104806;130440;155998,196690,262224,327750,393318,458956,Planned,Pending,Pending,Pending,Pending,
S078,78,yes,,IB,opmap.skirmish.industrial_basin,BA,C,E,skirmish.s078,scenario.skirmish.s078,layout.skirmish.ib.ba,Scenarios/IB_BA.md#s078,SkirmishBaseAssaultObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-06;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_ground;advanced_air;objective_ba,Assets/Game/Configs/SkirmishExpansion/Scenarios/S078,Standard,War,Regular,104807;130441;155999,196691,262225,327751,393319,458957,Planned,Pending,Pending,Pending,Pending,
S079,79,yes,,IB,opmap.skirmish.industrial_basin,FC,G,F,skirmish.s079,scenario.skirmish.s079,layout.skirmish.ib.fc,Scenarios/IB_FC.md#s079,SkirmishFrontlineObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-07;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;advanced_ground;objective_fc,Assets/Game/Configs/SkirmishExpansion/Scenarios/S079,Standard,War,Regular,104808;130442;156000,196692,262226,327752,393320,458958,Planned,Pending,Pending,Pending,Pending,
S080,80,yes,,IB,opmap.skirmish.industrial_basin,FC,G,E,skirmish.s080,scenario.skirmish.s080,layout.skirmish.ib.fc,Scenarios/IB_FC.md#s080,SkirmishFrontlineObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-07;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;advanced_ground;objective_fc,Assets/Game/Configs/SkirmishExpansion/Scenarios/S080,Standard,War,Regular,104809;130443;156001,196693,262227,327753,393321,458959,Planned,Pending,Pending,Pending,Pending,
S081,81,yes,,IB,opmap.skirmish.industrial_basin,FC,A,F,skirmish.s081,scenario.skirmish.s081,layout.skirmish.ib.fc,Scenarios/IB_FC.md#s081,SkirmishFrontlineObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-07;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_air;objective_fc,Assets/Game/Configs/SkirmishExpansion/Scenarios/S081,Standard,War,Regular,104810;130444;156002,196694,262228,327754,393322,458960,Planned,Pending,Pending,Pending,Pending,
S082,82,yes,,IB,opmap.skirmish.industrial_basin,FC,A,E,skirmish.s082,scenario.skirmish.s082,layout.skirmish.ib.fc,Scenarios/IB_FC.md#s082,SkirmishFrontlineObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-07;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_air;objective_fc,Assets/Game/Configs/SkirmishExpansion/Scenarios/S082,Standard,War,Regular,104811;130445;156003,196695,262229,327755,393323,458961,Planned,Pending,Pending,Pending,Pending,
S083,83,yes,,IB,opmap.skirmish.industrial_basin,FC,C,F,skirmish.s083,scenario.skirmish.s083,layout.skirmish.ib.fc,Scenarios/IB_FC.md#s083,SkirmishFrontlineObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-07;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_ground;advanced_air;objective_fc,Assets/Game/Configs/SkirmishExpansion/Scenarios/S083,Standard,War,Regular,104812;130446;156004,196696,262230,327756,393324,458962,Planned,Pending,Pending,Pending,Pending,
S084,84,yes,,IB,opmap.skirmish.industrial_basin,FC,C,E,skirmish.s084,scenario.skirmish.s084,layout.skirmish.ib.fc,Scenarios/IB_FC.md#s084,SkirmishFrontlineObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-07;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_ground;advanced_air;objective_fc,Assets/Game/Configs/SkirmishExpansion/Scenarios/S084,Standard,War,Regular,104813;130447;156005,196697,262231,327757,393325,458963,Planned,Pending,Pending,Pending,Pending,
S085,85,yes,,IB,opmap.skirmish.industrial_basin,BT,G,F,skirmish.s085,scenario.skirmish.s085,layout.skirmish.ib.bt,Scenarios/IB_BT.md#s085,SkirmishBreakthroughObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-08;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;advanced_ground;objective_bt,Assets/Game/Configs/SkirmishExpansion/Scenarios/S085,Standard,War,Regular,104814;130448;156006,196698,262232,327758,393326,458964,Planned,Pending,Pending,Pending,Pending,
S086,86,yes,,IB,opmap.skirmish.industrial_basin,BT,G,E,skirmish.s086,scenario.skirmish.s086,layout.skirmish.ib.bt,Scenarios/IB_BT.md#s086,SkirmishBreakthroughObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-08;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;advanced_ground;objective_bt,Assets/Game/Configs/SkirmishExpansion/Scenarios/S086,Standard,War,Regular,104815;130449;156007,196699,262233,327759,393327,458965,Planned,Pending,Pending,Pending,Pending,
S087,87,yes,,IB,opmap.skirmish.industrial_basin,BT,A,F,skirmish.s087,scenario.skirmish.s087,layout.skirmish.ib.bt,Scenarios/IB_BT.md#s087,SkirmishBreakthroughObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-08;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_air;objective_bt,Assets/Game/Configs/SkirmishExpansion/Scenarios/S087,Standard,War,Regular,104816;130450;156008,196700,262234,327760,393328,458966,Planned,Pending,Pending,Pending,Pending,
S088,88,yes,,IB,opmap.skirmish.industrial_basin,BT,A,E,skirmish.s088,scenario.skirmish.s088,layout.skirmish.ib.bt,Scenarios/IB_BT.md#s088,SkirmishBreakthroughObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-08;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_air;objective_bt,Assets/Game/Configs/SkirmishExpansion/Scenarios/S088,Standard,War,Regular,104817;130451;156009,196701,262235,327761,393329,458967,Planned,Pending,Pending,Pending,Pending,
S089,89,yes,,IB,opmap.skirmish.industrial_basin,BT,C,F,skirmish.s089,scenario.skirmish.s089,layout.skirmish.ib.bt,Scenarios/IB_BT.md#s089,SkirmishBreakthroughObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-08;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_ground;advanced_air;objective_bt,Assets/Game/Configs/SkirmishExpansion/Scenarios/S089,Standard,War,Regular,104818;130452;156010,196702,262236,327762,393330,458968,Planned,Pending,Pending,Pending,Pending,
S090,90,yes,,IB,opmap.skirmish.industrial_basin,BT,C,E,skirmish.s090,scenario.skirmish.s090,layout.skirmish.ib.bt,Scenarios/IB_BT.md#s090,SkirmishBreakthroughObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-08;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_ground;advanced_air;objective_bt,Assets/Game/Configs/SkirmishExpansion/Scenarios/S090,Standard,War,Regular,104819;130453;156011,196703,262237,327763,393331,458969,Planned,Pending,Pending,Pending,Pending,
S091,91,yes,,IB,opmap.skirmish.industrial_basin,CE,G,F,skirmish.s091,scenario.skirmish.s091,layout.skirmish.ib.ce,Scenarios/IB_CE.md#s091,SkirmishConvoyObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-09;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;advanced_ground;objective_ce;vehicle_repair,Assets/Game/Configs/SkirmishExpansion/Scenarios/S091,Standard,War,Regular,104820;130454;156012,196704,262238,327764,393332,458970,Planned,Pending,Pending,Pending,Pending,
S092,92,yes,,IB,opmap.skirmish.industrial_basin,CE,G,E,skirmish.s092,scenario.skirmish.s092,layout.skirmish.ib.ce,Scenarios/IB_CE.md#s092,SkirmishConvoyObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-09;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;advanced_ground;objective_ce;vehicle_repair,Assets/Game/Configs/SkirmishExpansion/Scenarios/S092,Standard,War,Regular,104821;130455;156013,196705,262239,327765,393333,458971,Planned,Pending,Pending,Pending,Pending,
S093,93,yes,,IB,opmap.skirmish.industrial_basin,CE,A,F,skirmish.s093,scenario.skirmish.s093,layout.skirmish.ib.ce,Scenarios/IB_CE.md#s093,SkirmishConvoyObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-09;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_air;objective_ce;vehicle_repair,Assets/Game/Configs/SkirmishExpansion/Scenarios/S093,Standard,War,Regular,104822;130456;156014,196706,262240,327766,393334,458972,Planned,Pending,Pending,Pending,Pending,
S094,94,yes,,IB,opmap.skirmish.industrial_basin,CE,A,E,skirmish.s094,scenario.skirmish.s094,layout.skirmish.ib.ce,Scenarios/IB_CE.md#s094,SkirmishConvoyObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-09;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_air;objective_ce;vehicle_repair,Assets/Game/Configs/SkirmishExpansion/Scenarios/S094,Standard,War,Regular,104823;130457;156015,196707,262241,327767,393335,458973,Planned,Pending,Pending,Pending,Pending,
S095,95,yes,,IB,opmap.skirmish.industrial_basin,CE,C,F,skirmish.s095,scenario.skirmish.s095,layout.skirmish.ib.ce,Scenarios/IB_CE.md#s095,SkirmishConvoyObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-09;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_ground;advanced_air;objective_ce;vehicle_repair,Assets/Game/Configs/SkirmishExpansion/Scenarios/S095,Standard,War,Regular,104824;130458;156016,196708,262242,327768,393336,458974,Planned,Pending,Pending,Pending,Pending,
S096,96,yes,,IB,opmap.skirmish.industrial_basin,CE,C,E,skirmish.s096,scenario.skirmish.s096,layout.skirmish.ib.ce,Scenarios/IB_CE.md#s096,SkirmishConvoyObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-09;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_ground;advanced_air;objective_ce;vehicle_repair,Assets/Game/Configs/SkirmishExpansion/Scenarios/S096,Standard,War,Regular,104825;130459;156017,196709,262243,327769,393337,458975,Planned,Pending,Pending,Pending,Pending,
S097,97,yes,,AP,opmap.skirmish.airfield_plains,BA,G,F,skirmish.s097,scenario.skirmish.s097,layout.skirmish.ap.ba,Scenarios/AP_BA.md#s097,SkirmishBaseAssaultObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-06;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;advanced_ground;objective_ba,Assets/Game/Configs/SkirmishExpansion/Scenarios/S097,Standard,Standard,Regular,104826;130460;156018,196710,262244,327770,393338,458976,Planned,Pending,Pending,Pending,Pending,
S098,98,yes,,AP,opmap.skirmish.airfield_plains,BA,G,E,skirmish.s098,scenario.skirmish.s098,layout.skirmish.ap.ba,Scenarios/AP_BA.md#s098,SkirmishBaseAssaultObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-06;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;advanced_ground;objective_ba,Assets/Game/Configs/SkirmishExpansion/Scenarios/S098,Standard,Standard,Regular,104827;130461;156019,196711,262245,327771,393339,458977,Planned,Pending,Pending,Pending,Pending,
S099,99,yes,,AP,opmap.skirmish.airfield_plains,BA,A,F,skirmish.s099,scenario.skirmish.s099,layout.skirmish.ap.ba,Scenarios/AP_BA.md#s099,SkirmishBaseAssaultObjectiveSystem,SK-00;SK-01;SK-02;SK-03;SK-04;SK-05;SK-06;SK-10;SK-11;SK-12;SK-13,ground;intel;transport;offensive_air;advanced_air;objective_ba,Assets/Game/Configs/SkirmishExpansion/Scenarios/S099,Standard,War,Regular,104828;130462;156020,196712,262246,327772,393340,458978,Planned,Pending,Pending,Pending,Pending,
