id,category,display_name,requirement,source,required_for,planned_path,current_status,approval_status,completion_status,notes
"Building_Refinery","combat.building","Oil Refinery","world building sprite state: destroyed","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay, Build Drawer, Mission objectives","Assets/Game/Art/Generated/CombatCatalog/Buildings/Building_Refinery/Building_Refinery_destroyed.png","missing","not_reviewed","not_started","Visual rules require intact/damaged/destroyed; user also requested construction state."
"Building_Refinery","combat.building","Oil Refinery","UI/build icon, readable at 48px and 96px","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","Build Drawer, Armory, Rewards, Store","Assets/Game/Art/UI/Generated/CombatCatalog/Icons/Building_Refinery_Icon.png","missing","not_reviewed","not_started","implementedRuntimeReference"
"Building_Refinery_Big","combat.building","Large Oil Refinery","world building sprite state: intact","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay, Build Drawer, Mission objectives","Assets/Game/Art/Generated/CombatCatalog/Buildings/Building_Refinery_Big/Building_Refinery_Big_intact.png","missing","not_reviewed","not_started","Visual rules require intact/damaged/destroyed; user also requested construction state."
"Building_Refinery_Big","combat.building","Large Oil Refinery","world building sprite state: construction","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay, Build Drawer, Mission objectives","Assets/Game/Art/Generated/CombatCatalog/Buildings/Building_Refinery_Big/Building_Refinery_Big_construction.png","missing","not_reviewed","not_started","Visual rules require intact/damaged/destroyed; user also requested construction state."
"Building_Refinery_Big","combat.building","Large Oil Refinery","world building sprite state: damaged","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay, Build Drawer, Mission objectives","Assets/Game/Art/Generated/CombatCatalog/Buildings/Building_Refinery_Big/Building_Refinery_Big_damaged.png","missing","not_reviewed","not_started","Visual rules require intact/damaged/destroyed; user also requested construction state."
"Building_Refinery_Big","combat.building","Large Oil Refinery","world building sprite state: destroyed","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay, Build Drawer, Mission objectives","Assets/Game/Art/Generated/CombatCatalog/Buildings/Building_Refinery_Big/Building_Refinery_Big_destroyed.png","missing","not_reviewed","not_started","Visual rules require intact/damaged/destroyed; user also requested construction state."
"Building_Refinery_Big","combat.building","Large Oil Refinery","UI/build icon, readable at 48px and 96px","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","Build Drawer, Armory, Rewards, Store","Assets/Game/Art/UI/Generated/CombatCatalog/Icons/Building_Refinery_Big_Icon.png","missing","not_reviewed","not_started","implementedRuntimeReference"
"Building_Road_Barrier","combat.building","Road Barrier","world building sprite state: intact","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay, Build Drawer, Mission objectives","Assets/Game/Art/Generated/CombatCatalog/Buildings/Building_Road_Barrier/Building_Road_Barrier_intact.png","missing","not_reviewed","not_started","Visual rules require intact/damaged/destroyed; user also requested construction state."
"Building_Road_Barrier","combat.building","Road Barrier","world building sprite state: construction","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay, Build Drawer, Mission objectives","Assets/Game/Art/Generated/CombatCatalog/Buildings/Building_Road_Barrier/Building_Road_Barrier_construction.png","missing","not_reviewed","not_started","Visual rules require intact/damaged/destroyed; user also requested construction state."
"Building_Road_Barrier","combat.building","Road Barrier","world building sprite state: damaged","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay, Build Drawer, Mission objectives","Assets/Game/Art/Generated/CombatCatalog/Buildings/Building_Road_Barrier/Building_Road_Barrier_damaged.png","missing","not_reviewed","not_started","Visual rules require intact/damaged/destroyed; user also requested construction state."
"Building_Road_Barrier","combat.building","Road Barrier","world building sprite state: destroyed","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay, Build Drawer, Mission objectives","Assets/Game/Art/Generated/CombatCatalog/Buildings/Building_Road_Barrier/Building_Road_Barrier_destroyed.png","missing","not_reviewed","not_started","Visual rules require intact/damaged/destroyed; user also requested construction state."
"Building_Road_Barrier","combat.building","Road Barrier","UI/build icon, readable at 48px and 96px","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","Build Drawer, Armory, Rewards, Store","Assets/Game/Art/UI/Generated/CombatCatalog/Icons/Building_Road_Barrier_Icon.png","missing","not_reviewed","not_started","implementedRuntimeReference"
"Building_Satelite_Dish","combat.building","Satellite Dish","world building sprite state: intact","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay, Build Drawer, Mission objectives","Assets/Game/Art/Generated/CombatCatalog/Buildings/Building_Satelite_Dish/Building_Satelite_Dish_intact.png","missing","not_reviewed","not_started","Visual rules require intact/damaged/destroyed; user also requested construction state."
"Building_Satelite_Dish","combat.building","Satellite Dish","world building sprite state: construction","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay, Build Drawer, Mission objectives","Assets/Game/Art/Generated/CombatCatalog/Buildings/Building_Satelite_Dish/Building_Satelite_Dish_construction.png","missing","not_reviewed","not_started","Visual rules require intact/damaged/destroyed; user also requested construction state."
"Building_Satelite_Dish","combat.building","Satellite Dish","world building sprite state: damaged","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay, Build Drawer, Mission objectives","Assets/Game/Art/Generated/CombatCatalog/Buildings/Building_Satelite_Dish/Building_Satelite_Dish_damaged.png","missing","not_reviewed","not_started","Visual rules require intact/damaged/destroyed; user also requested construction state."
"Building_Satelite_Dish","combat.building","Satellite Dish","world building sprite state: destroyed","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay, Build Drawer, Mission objectives","Assets/Game/Art/Generated/CombatCatalog/Buildings/Building_Satelite_Dish/Building_Satelite_Dish_destroyed.png","missing","not_reviewed","not_started","Visual rules require intact/damaged/destroyed; user also requested construction state."
"Building_Satelite_Dish","combat.building","Satellite Dish","UI/build icon, readable at 48px and 96px","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","Build Drawer, Armory, Rewards, Store","Assets/Game/Art/UI/Generated/CombatCatalog/Icons/Building_Satelite_Dish_Icon.png","missing","not_reviewed","not_started","implementedRuntimeReference"
"Building_Shop_01","combat.building","Shop","world building sprite state: intact","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay, Build Drawer, Mission objectives","Assets/Game/Art/Generated/CombatCatalog/Buildings/Building_Shop_01/Building_Shop_01_intact.png","missing","not_reviewed","not_started","Visual rules require intact/damaged/destroyed; user also requested construction state."
"Building_Shop_01","combat.building","Shop","world building sprite state: construction","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay, Build Drawer, Mission objectives","Assets/Game/Art/Generated/CombatCatalog/Buildings/Building_Shop_01/Building_Shop_01_construction.png","missing","not_reviewed","not_started","Visual rules require intact/damaged/destroyed; user also requested construction state."
"Building_Shop_01","combat.building","Shop","world building sprite state: damaged","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay, Build Drawer, Mission objectives","Assets/Game/Art/Generated/CombatCatalog/Buildings/Building_Shop_01/Building_Shop_01_damaged.png","missing","not_reviewed","not_started","Visual rules require intact/damaged/destroyed; user also requested construction state."
"Building_Shop_01","combat.building","Shop","world building sprite state: destroyed","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay, Build Drawer, Mission objectives","Assets/Game/Art/Generated/CombatCatalog/Buildings/Building_Shop_01/Building_Shop_01_destroyed.png","missing","not_reviewed","not_started","Visual rules require intact/damaged/destroyed; user also requested construction state."
"Building_Shop_01","combat.building","Shop","UI/build icon, readable at 48px and 96px","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","Build Drawer, Armory, Rewards, Store","Assets/Game/Art/UI/Generated/CombatCatalog/Icons/Building_Shop_01_Icon.png","missing","not_reviewed","not_started","implementedRuntimeReference"
"Building_Shop_02","combat.building","Market Shop","world building sprite state: intact","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay, Build Drawer, Mission objectives","Assets/Game/Art/Generated/CombatCatalog/Buildings/Building_Shop_02/Building_Shop_02_intact.png","missing","not_reviewed","not_started","Visual rules require intact/damaged/destroyed; user also requested construction state."
"Building_Shop_02","combat.building","Market Shop","world building sprite state: construction","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay, Build Drawer, Mission objectives","Assets/Game/Art/Generated/CombatCatalog/Buildings/Building_Shop_02/Building_Shop_02_construction.png","missing","not_reviewed","not_started","Visual rules require intact/damaged/destroyed; user also requested construction state."
"Building_Shop_02","combat.building","Market Shop","world building sprite state: damaged","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay, Build Drawer, Mission objectives","Assets/Game/Art/Generated/CombatCatalog/Buildings/Building_Shop_02/Building_Shop_02_damaged.png","missing","not_reviewed","not_started","Visual rules require intact/damaged/destroyed; user also requested construction state."
"Building_Shop_02","combat.building","Market Shop","world building sprite state: destroyed","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay, Build Drawer, Mission objectives","Assets/Game/Art/Generated/CombatCatalog/Buildings/Building_Shop_02/Building_Shop_02_destroyed.png","missing","not_reviewed","not_started","Visual rules require intact/damaged/destroyed; user also requested construction state."
"Building_Shop_02","combat.building","Market Shop","UI/build icon, readable at 48px and 96px","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","Build Drawer, Armory, Rewards, Store","Assets/Game/Art/UI/Generated/CombatCatalog/Icons/Building_Shop_02_Icon.png","missing","not_reviewed","not_started","implementedRuntimeReference"
"Building_WaterTank","combat.building","Water Tank","world building sprite state: intact","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay, Build Drawer, Mission objectives","Assets/Game/Art/Generated/CombatCatalog/Buildings/Building_WaterTank/Building_WaterTank_intact.png","missing","not_reviewed","not_started","Visual rules require intact/damaged/destroyed; user also requested construction state."
"Building_WaterTank","combat.building","Water Tank","world building sprite state: construction","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay, Build Drawer, Mission objectives","Assets/Game/Art/Generated/CombatCatalog/Buildings/Building_WaterTank/Building_WaterTank_construction.png","missing","not_reviewed","not_started","Visual rules require intact/damaged/destroyed; user also requested construction state."
"Building_WaterTank","combat.building","Water Tank","world building sprite state: damaged","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay, Build Drawer, Mission objectives","Assets/Game/Art/Generated/CombatCatalog/Buildings/Building_WaterTank/Building_WaterTank_damaged.png","missing","not_reviewed","not_started","Visual rules require intact/damaged/destroyed; user also requested construction state."
"Building_WaterTank","combat.building","Water Tank","world building sprite state: destroyed","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay, Build Drawer, Mission objectives","Assets/Game/Art/Generated/CombatCatalog/Buildings/Building_WaterTank/Building_WaterTank_destroyed.png","missing","not_reviewed","not_started","Visual rules require intact/damaged/destroyed; user also requested construction state."
"Building_WaterTank","combat.building","Water Tank","UI/build icon, readable at 48px and 96px","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","Build Drawer, Armory, Rewards, Store","Assets/Game/Art/UI/Generated/CombatCatalog/Icons/Building_WaterTank_Icon.png","missing","not_reviewed","not_started","implementedRuntimeReference"
"skill.attack","combat.unitCommand","Attack","command/support ability UI icon, readable at 48px and cooldown-overlay compatible","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","Command Wheel, Battle HUD, Loadout, Operation, Store, POP-09","Assets/Game/Art/UI/Generated/CombatCatalog/AbilityIcons/skill.attack_Icon.png","missing","not_reviewed","not_started","implementedRuntimeReference"
"skill.attack","combat.unitCommand","Attack","VFX cue art/sprite/particle package","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay feedback","Assets/Game/Art/Generated/CombatCatalog/VFX/skill.attack_VFX.asset","missing","not_reviewed","not_started","vfx.skill.attack"
"skill.breach_gate","combat.unitCommand","Breach Gate","command/support ability UI icon, readable at 48px and cooldown-overlay compatible","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","Command Wheel, Battle HUD, Loadout, Operation, Store, POP-09","Assets/Game/Art/UI/Generated/CombatCatalog/AbilityIcons/skill.breach_gate_Icon.png","missing","not_reviewed","not_started","implementedRuntimeReference"
"skill.breach_gate","combat.unitCommand","Breach Gate","VFX cue art/sprite/particle package","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay feedback","Assets/Game/Art/Generated/CombatCatalog/VFX/skill.breach_gate_VFX.asset","missing","not_reviewed","not_started","vfx.skill.breach_gate"
"skill.focus_fire","combat.unitCommand","Focus Fire","command/support ability UI icon, readable at 48px and cooldown-overlay compatible","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","Command Wheel, Battle HUD, Loadout, Operation, Store, POP-09","Assets/Game/Art/UI/Generated/CombatCatalog/AbilityIcons/skill.focus_fire_Icon.png","missing","not_reviewed","not_started","needsProductionAsset"
"skill.focus_fire","combat.unitCommand","Focus Fire","VFX cue art/sprite/particle package","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay feedback","Assets/Game/Art/Generated/CombatCatalog/VFX/skill.focus_fire_VFX.asset","missing","not_reviewed","not_started","vfx.skill.focus_fire"
"skill.hold_position","combat.unitCommand","Hold Position","command/support ability UI icon, readable at 48px and cooldown-overlay compatible","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","Command Wheel, Battle HUD, Loadout, Operation, Store, POP-09","Assets/Game/Art/UI/Generated/CombatCatalog/AbilityIcons/skill.hold_position_Icon.png","missing","not_reviewed","not_started","needsProductionAsset"
"skill.hold_position","combat.unitCommand","Hold Position","VFX cue art/sprite/particle package","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay feedback","Assets/Game/Art/Generated/CombatCatalog/VFX/skill.hold_position_VFX.asset","missing","not_reviewed","not_started","vfx.skill.hold_position"
"skill.load_transport","combat.unitCommand","Load Transport","command/support ability UI icon, readable at 48px and cooldown-overlay compatible","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","Command Wheel, Battle HUD, Loadout, Operation, Store, POP-09","Assets/Game/Art/UI/Generated/CombatCatalog/AbilityIcons/skill.load_transport_Icon.png","missing","not_reviewed","not_started","implementedRuntimeReference"
"skill.load_transport","combat.unitCommand","Load Transport","VFX cue art/sprite/particle package","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay feedback","Assets/Game/Art/Generated/CombatCatalog/VFX/skill.load_transport_VFX.asset","missing","not_reviewed","not_started","vfx.skill.load_transport"
"skill.move","combat.unitCommand","Move","command/support ability UI icon, readable at 48px and cooldown-overlay compatible","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","Command Wheel, Battle HUD, Loadout, Operation, Store, POP-09","Assets/Game/Art/UI/Generated/CombatCatalog/AbilityIcons/skill.move_Icon.png","missing","not_reviewed","not_started","implementedRuntimeReference"
"skill.move","combat.unitCommand","Move","VFX cue art/sprite/particle package","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay feedback","Assets/Game/Art/Generated/CombatCatalog/VFX/skill.move_VFX.asset","missing","not_reviewed","not_started","vfx.skill.move"
"skill.rope_disembark","combat.unitCommand","Rope Disembark","command/support ability UI icon, readable at 48px and cooldown-overlay compatible","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","Command Wheel, Battle HUD, Loadout, Operation, Store, POP-09","Assets/Game/Art/UI/Generated/CombatCatalog/AbilityIcons/skill.rope_disembark_Icon.png","missing","not_reviewed","not_started","implementedRuntimeReference"
"skill.rope_disembark","combat.unitCommand","Rope Disembark","VFX cue art/sprite/particle package","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay feedback","Assets/Game/Art/Generated/CombatCatalog/VFX/skill.rope_disembark_VFX.asset","missing","not_reviewed","not_started","vfx.skill.rope_disembark"
"skill.stop","combat.unitCommand","Stop","command/support ability UI icon, readable at 48px and cooldown-overlay compatible","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","Command Wheel, Battle HUD, Loadout, Operation, Store, POP-09","Assets/Game/Art/UI/Generated/CombatCatalog/AbilityIcons/skill.stop_Icon.png","missing","not_reviewed","not_started","implementedRuntimeReference"
"skill.stop","combat.unitCommand","Stop","VFX cue art/sprite/particle package","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay feedback","Assets/Game/Art/Generated/CombatCatalog/VFX/skill.stop_VFX.asset","missing","not_reviewed","not_started","vfx.skill.stop"
"skill.unload_transport","combat.unitCommand","Unload Transport","command/support ability UI icon, readable at 48px and cooldown-overlay compatible","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","Command Wheel, Battle HUD, Loadout, Operation, Store, POP-09","Assets/Game/Art/UI/Generated/CombatCatalog/AbilityIcons/skill.unload_transport_Icon.png","missing","not_reviewed","not_started","implementedRuntimeReference"
"skill.unload_transport","combat.unitCommand","Unload Transport","VFX cue art/sprite/particle package","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay feedback","Assets/Game/Art/Generated/CombatCatalog/VFX/skill.unload_transport_VFX.asset","missing","not_reviewed","not_started","vfx.skill.unload_transport"
"Tent_Contractor","combat.building","Contractor Tent","world building sprite state: intact","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay, Build Drawer, Mission objectives","Assets/Game/Art/Generated/CombatCatalog/Buildings/Tent_Contractor/Tent_Contractor_intact.png","missing","not_reviewed","not_started","Visual rules require intact/damaged/destroyed; user also requested construction state."
"Tent_Contractor","combat.building","Contractor Tent","world building sprite state: construction","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay, Build Drawer, Mission objectives","Assets/Game/Art/Generated/CombatCatalog/Buildings/Tent_Contractor/Tent_Contractor_construction.png","missing","not_reviewed","not_started","Visual rules require intact/damaged/destroyed; user also requested construction state."
"Tent_Contractor","combat.building","Contractor Tent","world building sprite state: damaged","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay, Build Drawer, Mission objectives","Assets/Game/Art/Generated/CombatCatalog/Buildings/Tent_Contractor/Tent_Contractor_damaged.png","missing","not_reviewed","not_started","Visual rules require intact/damaged/destroyed; user also requested construction state."
"Tent_Contractor","combat.building","Contractor Tent","world building sprite state: destroyed","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay, Build Drawer, Mission objectives","Assets/Game/Art/Generated/CombatCatalog/Buildings/Tent_Contractor/Tent_Contractor_destroyed.png","missing","not_reviewed","not_started","Visual rules require intact/damaged/destroyed; user also requested construction state."
"Tent_Contractor","combat.building","Contractor Tent","UI/build icon, readable at 48px and 96px","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","Build Drawer, Armory, Rewards, Store","Assets/Game/Art/UI/Generated/CombatCatalog/Icons/Tent_Contractor_Icon.png","missing","not_reviewed","not_started","implementedRuntimeReference"
"Tent_Expert","combat.building","Expert Tent","world building sprite state: intact","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay, Build Drawer, Mission objectives","Assets/Game/Art/Generated/CombatCatalog/Buildings/Tent_Expert/Tent_Expert_intact.png","missing","not_reviewed","not_started","Visual rules require intact/damaged/destroyed; user also requested construction state."
"Tent_Expert","combat.building","Expert Tent","world building sprite state: construction","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay, Build Drawer, Mission objectives","Assets/Game/Art/Generated/CombatCatalog/Buildings/Tent_Expert/Tent_Expert_construction.png","missing","not_reviewed","not_started","Visual rules require intact/damaged/destroyed; user also requested construction state."
"Tent_Expert","combat.building","Expert Tent","world building sprite state: damaged","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay, Build Drawer, Mission objectives","Assets/Game/Art/Generated/CombatCatalog/Buildings/Tent_Expert/Tent_Expert_damaged.png","missing","not_reviewed","not_started","Visual rules require intact/damaged/destroyed; user also requested construction state."
"Tent_Expert","combat.building","Expert Tent","world building sprite state: destroyed","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay, Build Drawer, Mission objectives","Assets/Game/Art/Generated/CombatCatalog/Buildings/Tent_Expert/Tent_Expert_destroyed.png","missing","not_reviewed","not_started","Visual rules require intact/damaged/destroyed; user also requested construction state."
"Tent_Expert","combat.building","Expert Tent","UI/build icon, readable at 48px and 96px","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","Build Drawer, Armory, Rewards, Store","Assets/Game/Art/UI/Generated/CombatCatalog/Icons/Tent_Expert_Icon.png","missing","not_reviewed","not_started","implementedRuntimeReference"
"Tent_Portaloo","combat.building","Portable Toilet","world building sprite state: intact","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay, Build Drawer, Mission objectives","Assets/Game/Art/Generated/CombatCatalog/Buildings/Tent_Portaloo/Tent_Portaloo_intact.png","missing","not_reviewed","not_started","Visual rules require intact/damaged/destroyed; user also requested construction state."
"Tent_Portaloo","combat.building","Portable Toilet","world building sprite state: construction","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay, Build Drawer, Mission objectives","Assets/Game/Art/Generated/CombatCatalog/Buildings/Tent_Portaloo/Tent_Portaloo_construction.png","missing","not_reviewed","not_started","Visual rules require intact/damaged/destroyed; user also requested construction state."
"Tent_Portaloo","combat.building","Portable Toilet","world building sprite state: damaged","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay, Build Drawer, Mission objectives","Assets/Game/Art/Generated/CombatCatalog/Buildings/Tent_Portaloo/Tent_Portaloo_damaged.png","missing","not_reviewed","not_started","Visual rules require intact/damaged/destroyed; user also requested construction state."
"Tent_Portaloo","combat.building","Portable Toilet","world building sprite state: destroyed","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay, Build Drawer, Mission objectives","Assets/Game/Art/Generated/CombatCatalog/Buildings/Tent_Portaloo/Tent_Portaloo_destroyed.png","missing","not_reviewed","not_started","Visual rules require intact/damaged/destroyed; user also requested construction state."
"Tent_Portaloo","combat.building","Portable Toilet","UI/build icon, readable at 48px and 96px","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","Build Drawer, Armory, Rewards, Store","Assets/Game/Art/UI/Generated/CombatCatalog/Icons/Tent_Portaloo_Icon.png","missing","not_reviewed","not_started","implementedRuntimeReference"
"Tent_Refugee","combat.building","Refugee Tent","world building sprite state: intact","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay, Build Drawer, Mission objectives","Assets/Game/Art/Generated/CombatCatalog/Buildings/Tent_Refugee/Tent_Refugee_intact.png","missing","not_reviewed","not_started","Visual rules require intact/damaged/destroyed; user also requested construction state."
"Tent_Refugee","combat.building","Refugee Tent","world building sprite state: construction","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay, Build Drawer, Mission objectives","Assets/Game/Art/Generated/CombatCatalog/Buildings/Tent_Refugee/Tent_Refugee_construction.png","missing","not_reviewed","not_started","Visual rules require intact/damaged/destroyed; user also requested construction state."
"Tent_Refugee","combat.building","Refugee Tent","world building sprite state: damaged","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay, Build Drawer, Mission objectives","Assets/Game/Art/Generated/CombatCatalog/Buildings/Tent_Refugee/Tent_Refugee_damaged.png","missing","not_reviewed","not_started","Visual rules require intact/damaged/destroyed; user also requested construction state."
"Tent_Refugee","combat.building","Refugee Tent","world building sprite state: destroyed","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay, Build Drawer, Mission objectives","Assets/Game/Art/Generated/CombatCatalog/Buildings/Tent_Refugee/Tent_Refugee_destroyed.png","missing","not_reviewed","not_started","Visual rules require intact/damaged/destroyed; user also requested construction state."
"Tent_Refugee","combat.building","Refugee Tent","UI/build icon, readable at 48px and 96px","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","Build Drawer, Armory, Rewards, Store","Assets/Game/Art/UI/Generated/CombatCatalog/Icons/Tent_Refugee_Icon.png","missing","not_reviewed","not_started","implementedRuntimeReference"
"Tent_Regular","combat.building","Soldier Tent","world building sprite state: intact","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay, Build Drawer, Mission objectives","Assets/Game/Art/Generated/CombatCatalog/Buildings/Tent_Regular/Tent_Regular_intact.png","missing","not_reviewed","not_started","Visual rules require intact/damaged/destroyed; user also requested construction state."
"Tent_Regular","combat.building","Soldier Tent","world building sprite state: construction","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay, Build Drawer, Mission objectives","Assets/Game/Art/Generated/CombatCatalog/Buildings/Tent_Regular/Tent_Regular_construction.png","missing","not_reviewed","not_started","Visual rules require intact/damaged/destroyed; user also requested construction state."
"Tent_Regular","combat.building","Soldier Tent","world building sprite state: damaged","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay, Build Drawer, Mission objectives","Assets/Game/Art/Generated/CombatCatalog/Buildings/Tent_Regular/Tent_Regular_damaged.png","missing","not_reviewed","not_started","Visual rules require intact/damaged/destroyed; user also requested construction state."
"Tent_Regular","combat.building","Soldier Tent","world building sprite state: destroyed","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","tactical gameplay, Build Drawer, Mission objectives","Assets/Game/Art/Generated/CombatCatalog/Buildings/Tent_Regular/Tent_Regular_destroyed.png","missing","not_reviewed","not_started","Visual rules require intact/damaged/destroyed; user also requested construction state."
"Tent_Regular","combat.building","Soldier Tent","UI/build icon, readable at 48px and 96px","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","Build Drawer, Armory, Rewards, Store","Assets/Game/Art/UI/Generated/CombatCatalog/Icons/Tent_Regular_Icon.png","missing","not_reviewed","not_started","implementedRuntimeReference"
"Unit_Chr_Bombsuit_Male_01","combat.character","Bomb Suit Specialist","final gameplay sprite atlas at actual in-game scale: idle/move/attack/death where applicable, 4-direction minimum, transparent alpha, contact shadow separate or consistent","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","Battle HUD, tactical gameplay, Loadout, Armory","Assets/Game/Art/Generated/CombatCatalog/WorldSprites/Units/Unit_Chr_Bombsuit_Male_01/Unit_Chr_Bombsuit_Male_01_GameplayAtlas.png","missing","not_reviewed","not_started","Existing 3D prefab/runtime reference is not the final approved 2D gameplay atlas."
"Unit_Chr_Bombsuit_Male_01","combat.character","Bomb Suit Specialist","UI icon, readable at 48px and 96px","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","HUD, Loadout, Armory, Store, Reward Unlock","Assets/Game/Art/UI/Generated/CombatCatalog/Icons/Unit_Chr_Bombsuit_Male_01_Icon.png","missing","not_reviewed","not_started","implementedRuntimeReference"
"Unit_Chr_Bombsuit_Male_01","combat.character","Bomb Suit Specialist","UI portrait / card art","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","Loadout, Armory, Mission Briefing, Reward Unlock, Store","Assets/Game/Art/UI/Generated/CombatCatalog/Portraits/Unit_Chr_Bombsuit_Male_01_Portrait.png","missing","not_reviewed","not_started","implementedRuntimeReference"
"Unit_Chr_Civilian_Female_01","combat.character","Civilian Female I","final gameplay sprite atlas at actual in-game scale: idle/move/attack/death where applicable, 4-direction minimum, transparent alpha, contact shadow separate or consistent","Design/VisualConfigs/Combat_Visual_Config_v0_1.json","Battle HUD, tactical gameplay, Loadout, Armory","Assets/Game/Art/Generated/CombatCatalog/WorldSprites/Units/Unit_Chr_Civilian_Female_01/Unit_Chr_Civilian_Female_01_GameplayAtlas.png","missing","not_reviewed","not_started","Existing 3D prefab/runtime reference is not the final approved 2D gameplay atlas."
